Sr.,Particulars,Qty,Rate,Total,Date,Company,,
1230,,,,148054,,,,
1231,Upper Cover Window,905,36,32580,3/7/2014,,,
1232,Upper Cover  Unique,354,36,12744,,,,
1233,Back  Cover  70,918,30,27540,,,,
1234,Housing  70 Black,892,10,8920,,,,
1235,,,,81784,,,,
1236,Upper Cover Window,832,36,29952,3/10/2014,,,
1237,Back  Cover  70,428,30,12840,,,,
1238,Housing  70 Black,871,10,8710,,,,
1239,,,,51502,,,,
1240,Upper Cover Window,1059,36,38124,3/13/2014,,,
1241,Back  Cover  70,667,30,20010,,,,
1242,Housing  70 Black,624,10,6240,,,,
1243,,,,64374,,,,
1244,Upper Cover Window,505,36,18180,3/14/2014,,,
1245,Back  Cover  70,1014,30,30420,,,,
1246,Housing  70 Black,1012,10,10120,,,,
1247,,,,58720,,,,
1248,Upper Cover Window,1040,36,37440,3/17/2014,,,
1249,Back  Cover  70,1063,30,31890,,,,
1250,Housing  70 Black,960,10,9600,,,,
1251,,,,78930,,,,
1252,Upper Cover 70 New,871,36,31356,3/21/2014,,,
1253,Upper Cover Window,586,36,21096,,,,
1254,Back  Cover  70,669,30,20070,,,,
1255,Housing  70 Black,782,10,7820,,,,
1256,,,,80342,,,,
1257,Upper Cover Window,571,36,20556,3/24/2014,,,
1258,Back  Cover  70,540,30,16200,,,,
1259,Housing  70 Black,708,10,7080,,,,
1260,,,,43836,,,,
1261,Upper Cover Window,701,36,25236,3/28/2014,,,
1262,Back  Cover  70,679,30,20370,,,,
1263,Housing  70 Black,654,10,6540,,,,
1264,,,,52146,,,,
1265,Upper Cover Window,885,36,31860,4/1/2014,,,
1266,Back  Cover  70,1416,30,42480,,,,
1267,Housing  70,864,10,8640,,,,
1268,Upper Cover soharb js,300,45,13500,,,,
1269,Nest Red,340,20,6800,,,,
1270,Back Cover Sohrab JS,320,20,6400,,,,
1271,housing Sorab JS,300,33,9900,,,,
1272,,,,119580,,,,
1273,Upper Cover NewModel 70,1081,36,38916,4/4/2014,,,
1274,Upper Cover Window,544,36,19584,,,,
1275,Back Cover 70,806,30,24180,,,,
1276,Hosuing 70 black,1800,10,18000,,,,
1277,,,,100680,,,,
1278,Upper Cover Window,638,36,22968,10/4/2014,,,
1279,Back Cover  70,568,30,17040,,,,
1280,Housing 70 Black,1008,10,10080,,,,
1281,,,,50088,,,,
1282,Back Cover,1036,30,31080,11/4/2014,,,
1283,Cover set 125 ,50,125,6250,,,,
1284,,,,37330,,,,
1285,Upper Cover 70 New,992,36,35712,4/14/2014,,,
1286,Upper Cover Window,1037,36,37332,,,,
1287,Backcover 70,1170,30,35100,,,,
1288,Housing  70 ,984,10,9840,,,,
1289,,,,117984,,,,
1290,Upper Cover Window,1099,36,39564,17-4-2014,,,
1291,Back Cover  70,330,30,9900,,,,
1292,Housing70 black,1044,10,10440,,,,
1293,,,,59904,,,,
1294,Upper Cover  Window ,854,36,30744,21-4-2014,,,
1295,Back Cover ,342,30,10260,,,,
1296,Housing  70 ,783,10,7830,,,,
1297,Upper  Cover Sohrab Js,407,45,18315,,,,
1298,Back cover sohrab Js,360,20,7200,,,,
1299,Hosing sohrab js,410,33,13530,,,,
1300,Nest Sohrab Red,410,20,8200,,,,
1301,,,,96079,,,,
1302,Upper Cover  Window ,1031,36,37116,23-4-2014,,,
1303,Back Cover 70,1137,30,34110,,,,
1304,Housing  70 ,1050,10,10500,,,,
1305,Dial Blank Sohrab,500,12,6000,,,,
1306,,,,87726,,,,
1307,Upper Cover Window,1022,36,36792,25-4-2014,,,
1308,Back Cover 70,1084,30,32520,,,,
1309,Housing 70 Black,1009,10,10090,,,,
1310,,,,79402,,,,
1311,Upper Cover  Window ,300,36,10800,28-4-2014,,,
1312,Housing 70 Black,1037,10,10370,,,,
1313,,,,21170,,,,
1314,Upper  Cover Window,410,36,14760,5/2/2014,,,
1315,Back Cover 70,389,30,11670,,,,
1316,Housing 70 Black,538,10,5380,,,,
1317,,,,31810,,,,
1318,Back Cover 70,769,36,27684,6/5/2014,,,
1319,Housing 70 Black,839,30,25170,,,,
1320,,,,52854,,,,
1321,Back Cover 70,364,30,10920,8/5/2014,,,
1322,Housing Black 70,622,30,18660,,,,
1323,Cover set 125 New,150,125,18750,,,,
1324,Upper  Cover Sohrab Js,300,45,13500,,,,
1325,Back cover sohrab Js,300,20,6000,,,,
1326,Housing Sohrab Js ,300,33,9900,,,,
1327,Nest sohrab Js,300,20,6000,,,,
1328,,,,83730,,,,
1329,Upper Cover  Window ,610,36,21960,10/5/2014,,,
1330,Back Cover 70,614,30,18420,12/5/2014,,,
1331,Backcover 70,459,30,13770,,,,
1332,Housing 70 Black,470,10,4700,,,,
1333,,,,36890,,,,
1334,Back Cover 70,768,30,23040,13-5-2014,,,
1335,Upper Cover  Window ,726,36,26136,14-5-2014,,,
1336,Back Cover 70,552,30,16560,,,,
1337,Housing70 black,738,10,7380,,,,
1338,,,,50076,,,,
1339,Upper cover new model 70,1021,36,36756,15-5-2014,,,
1340,Upper Cover  Window ,386,36,13896,,,,
1341,Backcover 70,1185,30,35550,,,,
1342,Housing Black 70,1132,10,11320,,,,
1343,,,,97522,,,,
1344,Upper Cover  Window ,769,36,27684,16-5-2014,,,
1345,Back Cover 70,736,30,22080,,,,
1346,,,,49764,,,,
1347,Upper Cover  Window ,906,36,32616,18-05-2014,,,
1348,Back Cover 70,691,30,20730,,,,
1349,,,,53346,,,,
1350,Upper Cover  Window ,817,36,29412,21-5-2014,,,
1351,Back Cover 70,861,30,25830,,,,
1352,Housing Black 70,735,8,7350,,,,
1353,,,,62592,,,,
1354,Upper Cover  Window ,797,36,28692,21-05-2014,,,
1355,Back Cover 70,832,30,24960,,,,
1356,Housing Black 70,531,10,5310,,,,
1357,,,,58962,,,,
1358,Upper cover new model 70,604,36,21744,22-05-2014,,,
1359,Back Cover 70,741,30,22230,,,,
1360,Housing Black 70,656,10,6560,,,,
1361,,,,50534,,,,
1362,Upper cover new model 70,336,36,12096,24-05-2014,,,
1363,Back Cover 70,486,30,14580,,,,
1364,Housing Black 70,600,10,6000,,,,
1365,,,,32676,,,,
1366,Upper cover new model 70,713,36,25668,27-05-2014,,,
1367,Back Cover 70,330,30,9900,,,,
1368,Housing Black 70,647,10,6470,,,,
1369,,,,42038,,,,
1370,Upper Cover Window,846,36,30456,29-05-2014,,,
1371,Upper Cover 70 New,732,36,26352,,,,
1372,Back Cover  70,1261,30,37830,,,,
1373,Hosing 70Black,900,10,9000,,,,
1374,,,,103638,,,,
1375,Upper Cover Window,482,36,17352,31-05-2014,,,
1376,Back Cover 70,648,30,19440,,,,
1377,Hosing 70Black,532,10,5320,,,,
1378,,,,42112,,,,
1379,uper cover 70 new,166,36,5976,2-Jun-14,,,
1380,uper cover 70 window,434,36,15624,,,,
1381,Back Cover 70,831,30,24930,,,,
1382,Hosing 70Black,804,10,8040,,,,
1383,uper cover sohrab Js,300,45,13500,,,,
1384,hosing sohrab js,315,33,10395,,,,
1385,nest  red  sohrab,360,20,7200,,,,
1386,back Cover sohrab Js,300,20,6000,,,,
1387,,,,91665,,,,
1388,uper cover window70,689,36,24804,4/6/2014,,,
1389,Back Cover 70,691,30,20730,,,,
1390,Hosing 70Black,738,10,7380,,,,
1391,,,,52914,,,,
1392,uper cover window 70,775,36,27900,11/6/2014,,,
1393,uper cover 70 new,470,36,16920,,,,
1394,Back Cover ,1107,30,33210,,,,
1395,Hosing 70Black,1170,10,11700,,,,
1396,dial Blank sohrab,1000,12,12000,,,,
1397,,,,101730,,,,
1398,Uper cover Window,708,36,25488,12/6/2014,,,
1399,Uper cover 70 new,1002,36,36072,,,,
1400,Back Cover 70,657,30,19710,,,,
1401,Hosing 70Black,675,10,6750,,,,
1402,,,,88020,,,,
1403,uper cover window,957,36,34452,14-6-2014,,,
1404,Back Cover ,1080,30,32400,,,,
1405,Hosing 70Black,936,10,9360,,,,
1406,,,,76212,,,,
1407,uper cover window,1034,36,37224,18-6-2014,,,
1408,Back Cover 70,949,30,28470,,,,
1409,Hosing 70Black,1416,10,14160,,,,
1410,uper cover sohrab Js,300,45,13500,,,,
1411,back Cover sohrab Js,300,20,6000,,,,
1412,hosing sohrab js,300,33,9900,,,,
1413,Nest Red sohrab js,320,20,6400,,,,
1414,,,,115654,,,,
1415,uper cover window,177,36,6372,19-6-2014,,,
1416,Back Cover 70,546,30,16380,,,,
1417,cover Set  125,100,125,12500,,,,
1418,,,,35252,,,,
1419,uper cover window,470,36,16920,24-6-2014,,,
1420,uper cover 70 new,216,36,7776,,,,
1421,Back Cover 70,938,30,28140,,,,
1422,,,,52836,,,,
1423,Back Cover 70,222,30,6660,25-6-14,,,
1424,Hosing 70Black,403,10,4030,,,,
1425,,,,10690,,,,
1426,Hosing 70Black,1320,10,13200,26-6-2014,,,
1427,uper cover 70 new ,564,36,20304,27-6-2014,,,
1428,uper cover window,846,36,30456,,,,
1429,Back Cover 70,1353,30,40590,,,,
1430,Hosing 70Black,1435,10,14350,,,,
1431,uper cover sohrab Js,185,45,8325,,,,
1432,,,,114025,,,,
1433,uper cover window,804,36,28944,30-May,,,
1434,Back Cover 70,1296,30,38880,,,,
1435,Hosing 70Black,1494,10,14940,,,,
1436,,,,82764,,,,
1437,Uper cover Window,677,36,24372,2/7/2014,,,
1438,Back Cover 70,745,30,22350,,,,
1439,Hosing 70Black,750,10,7500,,,,
1440,,,,54222,,,,
1441,uper cover window,672,36,24192,5-Jul,,,
1442,Back Cover 70,663,30,19890,,,,
1443,Hosing 70Black,808,10,8080,,,,
1444,,,,52162,,,,
1445,uper cover window,597,36,21492,7/7/2014,,,
1446,Back Cover 70,333,30,9990,,,,
1447,Hosing 70Black,472,10,4720,,,,
1448,Back Cover sohrab Js,500,20,10000,,,,
1449,hosing sohrab js,500,33,16500,,,,
1450,nest Red Js,520,20,10400,,,,
1451,,,,73102,,,,
1452,uper cover window,804,36,28944,8/7/2014,,,
1453,Back Cover 70,915,30,27450,,,,
1454,Hosing 70Black,917,10,9170,,,,
1455,Cover set 125 New,100,125,12500,,,,
1456,uper cover 125,50,65,3250,,,,
1457,,,,81314,,,,
1458,uper cover window,497,36,17892,10/7/2014,,,
1459,uper cover 70 new,611,36,21996,,,,
1460,,,,39888,,,,
1461,uper cover sohrab Js,234,45,10530,15-7-2014,,,
1462,Back Cover sohrab Js,392,20,7840,,,,
1463,hosing sohrab js,490,33,16170,,,,
1464,dial Blank sohrab js,1000,12,12000,,,,
1465,uper cover window,1028,36,37008,,,,
1466,Back Cover 70,452,30,13560,,,,
1467,,,,97108,,,,
1468,Back  Cover  70,852,30,25560,11/7/2014,,,
1469,uper cover united,440,33,14520,,,,
1470,back  Cover   united,65,28,1820,,,,
1471,back  Cover united,70,28,1960,,,,
1472,uper cover sohrab Js,116,45,5220,,,,
1473,,,,49080,,,,
1474,uper cover sohrab Js,534,45,24030,16-7-2014,,,
1475,uper cover window,487,36,17532,,,,
1476,Hosing 70Black,672,10,6720,,,,
1477,back Cover sohrab Js,110,20,2200,,,,
1478,,,,50482,,,,
1479,uper cover 70 new model,871,36,31356,18-7-2014,,,
1480,uper cover sohrab Js,236,45,10620,,,,
1481,Hosing 70Black,951,10,9510,,,,
1482,uper cover window,396,36,14256,,,,
1483,,,,65742,,,,
1484,Back Cover 70,816,30,24480,19-7-2014,,,
1485,Hosing 70Black,516,10,5160,,,,
1486,,,,29640,,,,
1487,uper cover window,819,36,29484,20-7-2014,,,
1488,Back Cover 70,904,30,27120,,,,
1489,Hosing 70Black,887,10,8870,,,,
1490,,,,65474,,,,
1491,uper cover window,553,36,19908,23-7-2014,,,
1492,Back Cover 70,1097,30,32910,,,,
1493,Hosing 70Black,830,10,8300,,,,
1494,,,,61118,,,,
1495,uper cover window,881,36,31716,24-7-2014,,,
1496,Back Cover 70,1029,30,30870,,,,
1497,Hosing 70Black,1003,10,10030,,,,
1498,,,,72616,,,,
1499,uper cover window,620,36,22320,25-7-2014,,,
1500,Back Cover 70,999,30,29970,,,,
1501,Hosing 70Black,1092,10,10920,,,,
1502,,,,63210,,,,
1503,uper cover window,1194,36,42984,27-7-2014,,,
1504,Back Cover 70,1134,30,34020,,,,
1505,Hosing 70Black,1093,10,10930,,,,
1506,,,,87934,,,,
1507,uper cover window,564,36,20304,6/8/2014,,,
1508,uper cover 70 new,243,36,8748,,,,
1509,Back Cover 70,1088,30,32640,,,,
1510,Hosing 70Black,1008,10,10080,,,,
1511,,,,71772,,,,
1512,uper cover 70 new,1048,36,37728,11/8/2014,,,
1513,Back Cover 70,1095,30,32850,,,,
1514,Hosing 70Black,504,10,5040,,,,
1515,,,,75618,,,,
1516,uper cover window,905,36,32580,16-8-2014,,,
1517,Back Cover 70,541,30,16230,,,,
1518,back Cover sohrab Js,400,20,8000,,,,
1519,uper cover sohrab Js,409,45,18405,,,,
1520,Hosing sohrab js,410,33,13530,,,,
1521,Nest Red sohrab js,600,20,12000,,,,
1522,dial Blank sohrab,600,12,7200,,,,
1523,,,,107945,,,,
1524,uper cover window,777,36,27972,19-8-2014,,,
1525,Back Cover ,482,30,14460,,,,
1526,Hosing 70Black,1144,10,11440,,,,
1527,Cover set 125,100,125,12500,,,,
1528,Hosing 70Black,312,10,3120,,,,
1529,,,,69492,,,,
1530,uper cover new model 70,1030,36,37080,20-8-2014,,,
1531,uper cover window,226,36,8136,,,,
1532,Hosing 70Black,1008,10,10080,,,,
1533,,,,55296,,,,
1534,uper cover window,1037,36,37332,22-8-2014,,,
1535,Hosing 70Black,918,10,9180,,,,
1536,,,,46512,,,,
1537,uper cover window,417,36,15012,23-8-2014,,,
1538,Back Cover 70,876,30,26280,,,,
1539,Hosing 70Black,210,10,2100,,,,
1540,,,,43392,,,,
1541,uper cover window,271,36,9756,26-8-2014,,,
1542,Back Cover 70,996,30,29880,,,,
1543,Hosing 70Black,688,10,6880,,,,
1544,,,,46516,,,,
1545,uper cover window,439,36,15804,27-8-2014,,,
1546,Back Cover 70,315,30,9450,,,,
1547,Hosing 70Black,336,10,3360,,,,
1548,,,,28614,,,,
